Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,Sales_Change,Satisfaction_Change,Purchase_Made_Numeric
treatment,unknown,209.728458673914,333.5112075967397,100.0,98.71768723548644,no,123.78274892282573,-1.2823127645135628,0
control,low value,155.08594609084562,280.45795220654577,62.822108946248775,73.87259310735006,no,125.37200611570015,11.05048416110128,0
treatment,low value,250.7772005391484,384.2874365160282,58.49826750016632,59.21037073261888,unknown,133.5102359768798,0.7121032324525558,0
control,low value,104.43044723197424,132.78887158579758,54.28202571528703,49.69598188035345,yes,28.358424353823338,-4.586043834933577,1
control,medium value,213.44117440557943,261.0415404844881,70.25207641696215,84.04875108920544,yes,47.60036607890868,13.796674672243284,1
treatment,medium value,203.71699822858852,390.9388709344879,71.04450865155783,64.61198674302089,no,187.2218727058994,-6.432521908536941,0
control,high value,218.99282301041924,257.4740056393241,68.62125326687975,76.16308955653267,yes,38.48118262890486,7.54183628965292,1
treatment,unknown,187.7327851542172,280.45795220654577,65.51231639196436,61.93324003168872,no,92.72516705232857,-3.579076360275643,0
treatment,low value,204.3284160219141,308.7073796358259,55.74751917046959,73.87259310735006,no,104.37896361391176,18.12507393688047,0
control,high value,174.5551433675146,212.95859554191617,70.25207641696215,73.87259310735006,yes,38.403452174401565,3.620516690387902,1
treatment,high value,140.73128940494246,231.86000584592293,82.61448704,86.94115893697906,no,91.12871644098047,4.3266718969790645,0
treatment,medium value,203.71699822858852,368.6274154917637,53.55817013190471,73.87259310735006,no,164.9104172631752,20.314422975445346,0
treatment,high value,203.71699822858852,281.80824321818136,82.71223630316959,95.19594191603991,yes,78.09124498959284,12.483705612870324,1
treatment,medium value,220.3151646841244,347.10138365435523,68.12610913598807,77.78432877799447,yes,126.78621897023083,9.6582196420064,1
treatment,medium value,202.5172422247359,300.7480971206247,70.25207641696215,86.22995398960785,yes,98.23085489588883,15.977877572645696,1
unknown,high value,250.3581134656919,307.38726397153573,98.22327792523976,73.87259310735006,yes,57.02915050584383,-24.3506848178897,1
treatment,medium value,197.4481072525424,302.7812648741837,69.59748002059834,63.615490957740896,yes,105.3331576216413,-5.981989062857444,1
treatment,medium value,238.79004937345536,370.81680347163615,66.41623145199033,73.87259310735006,yes,132.0267540981808,7.4563616553597285,1
treatment,medium value,173.09617871720818,259.33250276632145,64.02377673174978,64.10903676410653,yes,86.23632404911328,0.08526003235675716,1
unknown,medium value,255.52200008621287,381.1796103747735,73.11331082264789,77.28793607410897,yes,125.65761028856065,4.17462525146108,1
unknown,high value,203.71699822858852,259.48405620298496,100.0,87.69843953645712,no,55.76705797439644,-12.301560463542884,0
control,low value,243.5872785532792,280.45795220654577,47.23589162671376,47.16905095250164,no,36.87067365326658,-0.06684067421211637,0
treatment,low value,284.3532934261228,441.43342143550353,70.25207641696215,73.87259310735006,yes,157.08012800938076,3.620516690387902,1
control,medium value,211.3538395841368,255.8822927765561,74.66605221864876,77.51724535176302,yes,44.528453192419306,2.851193133114265,1
control,medium value,290.1135153549595,347.28714030550964,70.25207641696215,88.73603461102918,no,57.17362495055016,18.48395819406703,0
control,unknown,304.3032360999642,280.45795220654577,73.75442111087132,71.35561984837258,yes,-23.84528389341841,-2.3988012624987363,1
control,low value,189.1093591965718,221.5660164486005,70.25207641696215,42.04149089,yes,32.45665725202869,-28.210585526962156,1
unknown,medium value,209.9607888923215,340.2791458,73.39199307413449,86.85953018223958,no,130.3183569076785,13.467537108105091,0
unknown,high value,197.64223549149912,247.58490232581485,89.48237968186424,73.87259310735006,yes,49.94266683431573,-15.609786574514189,1
control,high value,203.71699822858852,237.27067925134105,70.25207641696215,95.48408649841926,no,33.55368102275253,25.232010081457105,0
treatment,unknown,203.71699822858852,372.1008480334138,79.03460966670642,83.08168284205856,no,168.38384980482527,4.047073175352139,0
treatment,low value,126.01128282970916,196.1767210882783,66.06959897657504,61.66891220020864,no,70.16543825856914,-4.400686776366399,0
unknown,medium value,256.6249668795304,386.8965825966442,66.07095991705731,73.36203313490034,no,130.27161571711378,7.291073217843035,0
control,medium value,223.3206507908388,256.8069403631171,67.07350642304614,70.48913853,yes,33.48628957227831,3.415632106953865,1
treatment,medium value,203.71699822858852,389.6108052622186,70.25207641696215,85.14009344,no,185.89380703363008,14.888017023037847,0
treatment,unknown,188.98286829144087,285.6418282251029,43.83768360205788,35.777752685813645,yes,96.65895993366206,-8.059930916244234,1
control,low value,226.8555022945684,267.17293320536254,70.25207641696215,73.87259310735006,yes,40.317430910794144,3.620516690387902,1
treatment,low value,203.71699822858852,315.5647738319625,58.53027825257213,65.75724096793901,unknown,111.84777560337398,7.226962715366881,0
treatment,unknown,208.56540009764623,325.7392682020845,51.71813380634266,53.995228145565775,yes,117.17386810443824,2.277094339223119,1
treatment,high value,282.7082744273722,443.47382950576497,70.25207641696215,73.87259310735006,no,160.76555507839277,3.620516690387902,0
treatment,low value,203.71699822858852,214.44263776277427,52.83045711394298,61.7057694,no,10.725639534185746,8.875312286057024,0
control,unknown,159.69040749647112,186.3598854301929,62.49699106623743,72.90844978477652,no,26.669477933721765,10.411458718539095,0
treatment,low value,203.71699822858852,469.47667957427313,70.25207641696215,46.97659996637914,yes,265.7596813456846,-23.275476450583014,1
treatment,medium value,220.96159309469647,280.45795220654577,70.25207641696215,48.97694764005271,no,59.4963591118493,-21.275128776909447,0
control,medium value,126.8074672178658,143.9330213559981,70.25207641696215,84.13061834268443,no,17.1255541381323,13.878541925722274,0
treatment,medium value,127.57291105068676,194.62210536402984,61.58707848495511,46.32852678927463,yes,67.04919431334308,-15.258551695680474,1
control,high value,234.6373434786106,284.5703531959686,94.71941804872668,92.35111991616816,unknown,49.933009717358004,-2.3682981325585217,0
treatment,high value,203.71699822858852,286.6440860351409,96.10381377,100.0,no,82.92708780655238,3.896186229999998,0
control,low value,152.51688319877667,181.9867767145425,57.53618729514791,67.25955803058757,yes,29.46989351576582,9.723370735439659,1
control,medium value,203.71699822858852,359.8739801898928,74.83774394146992,80.23794456594243,yes,156.15698196130427,5.400200624472504,1
control,high value,220.322973289674,255.4572337190889,78.20235482529692,73.87259310735006,no,35.134260429414894,-4.329761717946866,0
control,medium value,251.358546102796,306.46159061943075,70.25207641696215,66.50304404998336,yes,55.10304451663475,-3.7490323669787955,1
treatment,high value,237.4977721500373,374.91079936079103,87.10658027859992,73.87259310735006,no,137.41302721075374,-13.233987171249865,0
unknown,high value,221.1785604902139,266.22047577273906,92.08776651127047,100.0,yes,45.04191528252517,7.912233488729527,1
treatment,low value,137.2191775,216.1658662929493,70.25207641696215,73.87259310735006,no,78.94668879294929,3.620516690387902,0
control,low value,116.07301416911812,134.7930266463973,64.85921776007164,72.55323128913342,unknown,18.72001247727917,7.6940135290617775,0
control,high value,101.59554350649896,119.4850408425224,70.25207641696215,73.87259310735006,no,17.88949733602344,3.620516690387902,0
control,low value,203.71699822858852,268.8925044947058,59.61351906418205,55.01570387464916,yes,65.17550626611728,-4.597815189532888,1
treatment,high value,238.9314568891443,375.8968604625672,87.56157711617378,88.63121213377399,yes,136.9654035734229,1.0696350176002056,1
unknown,unknown,203.71699822858852,298.1310711369805,70.25207641696215,100.0,no,94.41407290839197,29.747923583037846,0
treatment,medium value,203.71699822858852,332.0117251165676,90.12654816455208,94.637205914446,no,128.2947268879791,4.510657749893923,0
treatment,unknown,141.51981799006353,280.45795220654577,40.69772392554032,23.94824454044408,no,138.93813421648224,-16.749479385096244,0
treatment,low value,212.3282715787649,329.84084660497683,55.02449311384111,50.83707599574944,unknown,117.51257502621192,-4.187417118091673,0
treatment,low value,224.4279176824437,345.30299861409503,70.25207641696215,68.18528268377517,yes,120.87508093165133,-2.0667937331869837,1
unknown,medium value,187.6088295338383,292.6126265644327,83.18700207235958,67.97011580446254,no,105.00379703059437,-15.216886267897038,0
treatment,medium value,245.39201476265129,374.2560624201698,77.32702556001931,76.78966587210299,yes,128.86404765751854,-0.5373596879163216,1
treatment,medium value,230.34934914511808,350.0619596320764,90.14105088205112,100.0,yes,119.71261048695834,9.858949117948882,1
treatment,low value,214.5428759551841,334.89672669401074,60.97950028165144,67.74901610319442,yes,120.35385073882665,6.769515821542981,1
treatment,low value,203.71699822858852,229.00194370685912,52.15461469964771,57.62452598568637,no,25.2849454782706,5.469911286038659,0
control,low value,203.71699822858852,312.6165304539195,51.55628518947943,61.54803450202797,no,108.89953222533097,9.991749312548535,0
control,medium value,229.55984788390776,276.9777846949678,77.18738047,79.87432962,no,47.41793681106003,2.686949150000004,0
control,unknown,261.30106911230496,311.93302001676307,85.85420532119552,79.97729386915476,no,50.63195090445811,-5.876911452040758,0
control,high value,216.2075619400174,265.4667655908999,82.68842268673555,82.95489482275563,yes,49.25920365088251,0.26647213602008435,1
control,unknown,265.4806066433514,280.45795220654577,74.13244928340357,88.77123576873711,no,14.977345563194376,14.63878648533354,0
treatment,unknown,210.9169110680301,327.08667917551657,63.53733388910117,50.92309075963093,yes,116.16976810748648,-12.614243129470239,1
treatment,low value,157.35855646356413,280.45795220654577,70.25207641696215,51.82662525196876,yes,123.09939574298164,-18.425451164993397,1
treatment,medium value,303.0252381560159,478.7176604869308,87.29994874122059,96.07410374124252,yes,175.6924223309149,8.774155000021935,1
treatment,low value,80.51140847370526,114.70579940076966,65.17840884311026,64.99050186465607,unknown,34.194390927064404,-0.18790697845419402,0
treatment,low value,203.71699822858852,512.5695821908276,59.60471745339428,73.87259310735006,unknown,308.8525839622391,14.267875653955777,0
treatment,low value,225.8193781760335,336.5333764015824,66.95789474527078,76.0,yes,110.71399822554892,9.042105254729222,1
treatment,unknown,174.94833343660886,259.5197114542162,51.56150910393267,73.87259310735006,no,84.57137801760732,22.311084003417385,0
control,medium value,226.2349393341155,280.45795220654577,69.84412699264507,82.50471009388929,yes,54.223012872430274,12.660583101244214,1
unknown,low value,224.00741153960948,274.059131,52.17205905539177,73.92144865,yes,50.0517194603905,21.749389594608232,1
control,high value,217.77004519892392,247.25255190095265,96.21247550140488,100.0,no,29.48250670202873,3.7875244985951184,0
control,medium value,315.01859078286793,375.53356566576593,99.46932979488427,73.87259310735006,unknown,60.514974882898,-25.596736687534218,0
treatment,low value,203.71699822858852,398.3508335801386,56.62993821083902,76.0,yes,194.6338353515501,19.370061789160978,1
treatment,unknown,357.0501831550541,574.9668964028316,60.329437058054765,48.34354686176608,no,217.91671324777747,-11.985890196288686,0
treatment,high value,172.14210093624956,244.38016254183532,76.81971197332841,93.509809392346,yes,72.23806160558576,16.69009741901759,1
unknown,low value,201.5360390672141,236.1388995997069,47.09650902260992,42.46885857885484,no,34.6028605324928,-4.62765044375508,0
treatment,high value,162.2895397074031,244.20465151576724,80.27907529862539,66.87839970576074,no,81.91511180836414,-13.400675592864644,0
treatment,low value,137.22276029682263,206.09677690181783,70.25207641696215,64.08135739766084,yes,68.8740166049952,-6.170719019301316,1
treatment,high value,203.71699822858852,338.27044764304014,70.25207641696215,96.23783776607704,no,134.55344941445162,25.98576134911488,0
control,low value,185.17929108817583,224.9328648559228,42.67808138907706,38.55818801875692,no,39.75357376774696,-4.119893370320135,0
unknown,medium value,229.54915188564064,350.7833627593561,76.93285234647648,75.01698021,yes,121.23421087371548,-1.9158721364764801,1
control,low value,182.1340623950473,215.9534989700495,61.488219015446525,62.00607030252175,no,33.819436575002214,0.5178512870752243,0
control,unknown,248.86148981639485,290.3534743708352,65.10664744288857,66.80374557638159,no,41.491984554440364,1.6970981334930144,0
control,low value,203.71699822858852,233.42171812288424,57.41972035291342,60.60950497045556,yes,29.70471989429572,3.189784617542138,1
control,low value,261.4938981483201,313.8887060414814,58.71252247927191,51.70323028778794,no,52.39480789316127,-7.009292191483972,0
treatment,unknown,276.8259462678111,433.4681713152512,98.65810714930494,100.0,yes,156.6422250474401,1.3418928506950607,1
control,high value,160.71314343821757,177.7564526627635,87.49736770466568,96.2341377574018,yes,17.043309224545936,8.73677005273612,1
control,high value,225.32170343346573,262.82092094021306,76.67876546803608,100.0,yes,37.49921750674733,23.321234531963924,1
treatment,low value,191.35046113411457,293.3774090822648,55.97189965523908,72.85636513314948,yes,102.02694794815025,16.884465477910403,1
unknown,unknown,206.53170861751968,316.61401458761395,53.87270748405538,56.27121930834058,no,110.08230597009427,2.398511824285194,0
control,low value,245.98639553621027,291.5676708381688,54.63117076038689,63.38757309739245,yes,45.58127530195853,8.75640233700556,1
treatment,medium value,228.6478164355084,333.56323899573067,60.439038852213805,55.57583366931004,yes,104.91542256022228,-4.863205182903762,1
control,medium value,245.99876945576412,299.3876153260767,54.26024234974776,73.87259310735006,no,53.388845870312565,19.612350757602293,0
control,low value,136.76140927906107,161.53793058838224,37.77873567597009,62.77163279101055,yes,24.77652130932117,24.992897115040464,1
unknown,unknown,212.54609334224784,271.3842341920482,66.41464691667346,59.93472099686608,yes,58.83814084980037,-6.479925919807378,1
control,high value,121.95766735159974,147.9686961927349,67.96749979218494,73.87259310735006,yes,26.01102884113517,5.905093315165118,1
treatment,high value,262.27174443323,409.0980873746972,70.25207641696215,100.0,yes,146.82634294146715,29.747923583037846,1
unknown,low value,203.71699822858852,268.3266065672395,56.218005426198616,64.17480647314055,yes,64.60960833865096,7.9568010469419335,1
treatment,unknown,203.71699822858852,246.6264282810356,70.25207641696215,99.15026128943708,yes,42.90943005244708,28.89818487247493,1
treatment,low value,192.5296913928008,303.3339811288812,51.57183904939899,49.83849898756149,yes,110.80428973608039,-1.7333400618374952,1
treatment,medium value,202.2672138368604,310.25244532576534,50.68451712309373,73.87259310735006,yes,107.98523148890493,23.18807598425633,1
treatment,high value,329.1403143660904,503.9947796,95.5962513172336,90.2111034,no,174.8544652339096,-5.385147917233596,0
control,medium value,162.3669043,204.0713591941092,74.11781296439278,73.87259310735006,no,41.704454894109205,-0.24521985704272709,0
treatment,high value,286.0072393414736,446.0690344455662,88.57839272029177,100.0,yes,160.0617951040926,11.421607279708226,1
unknown,low value,235.91097649983683,285.35819770331784,70.25207641696215,56.60249999,no,49.44722120348101,-13.649576426962156,0
treatment,low value,185.6137816372584,284.59915691239945,70.25207641696215,49.976210445317946,yes,98.98537527514105,-20.27586597164421,1
treatment,low value,198.2108908206073,315.21729193209694,58.46903662641102,69.27665829006934,no,117.00640111148965,10.807621663658317,0
control,unknown,203.71699822858852,284.7821788633843,48.67836240910451,40.973082508344845,no,81.06518063479575,-7.705279900759663,0
control,unknown,203.84622026439388,243.7668889196661,70.25207641696215,100.0,no,39.92066865527221,29.747923583037846,0
control,medium value,186.8737952619485,219.1572936210464,87.34177635468683,87.55567927613191,yes,32.283498359097905,0.21390292144508294,1
treatment,unknown,297.0004056740679,472.323167600505,31.121610677314635,76.0,yes,175.32276192643707,44.878389322685365,1
treatment,high value,347.7850282749027,550.7094767585672,87.30615593793404,90.99886779712448,no,202.92444848366455,3.692711859190439,0
control,medium value,188.9832352,221.87811063919332,70.25207641696215,63.16722705227702,yes,32.89487543919333,-7.084849364685134,1
unknown,low value,203.71699822858852,219.1092676,54.36624377024541,71.06485371641182,yes,15.392269371411487,16.698609946166407,1
control,medium value,203.71699822858852,333.613128927732,78.54086142549798,72.41083108663871,no,129.8961306991435,-6.130030338859271,0
control,low value,203.71699822858852,273.6474229092996,70.25207641696215,62.90829129,no,69.9304246807111,-7.343785126962153,0
treatment,medium value,312.9291147003884,476.2260007550692,70.24902619495936,82.00024929009415,yes,163.29688605468078,11.75122309513479,1
unknown,medium value,266.7151056,322.07127875489954,52.11755095877866,63.69729094706895,no,55.35617315489952,11.579739988290292,0
control,low value,182.655550355584,219.3241209839032,46.62875489844608,73.87259310735006,yes,36.6685706283192,27.243838208903973,1
control,high value,220.5677720531528,259.53080570755685,86.58473103637252,95.61952992065142,yes,38.96303365440406,9.0347988842789,1
control,medium value,203.71699822858852,206.1654715533931,80.47359534211947,92.67934674764868,unknown,2.4484733248045814,12.205751405529213,0
treatment,low value,203.71699822858852,209.73399090292563,71.04319038104387,62.41677468715704,yes,6.016992674337104,-8.626415693886834,1
control,medium value,203.71699822858852,279.63181902374214,72.25101417328113,82.25014436097578,yes,75.91482079515362,9.999130187694647,1
treatment,medium value,244.5012349588194,381.5942309209584,78.16355628777956,75.51809335306416,no,137.092995962139,-2.645462934715397,0
control,high value,275.4559829013256,280.45795220654577,69.74008177256792,66.63976327562925,no,5.001969305220143,-3.1003184969386695,0
control,medium value,207.6175432274602,250.0832812743533,70.25207641696215,73.87259310735006,no,42.46573804689311,3.620516690387902,0
treatment,medium value,300.2990304,471.89652340697126,72.57053842984467,76.66489768555293,no,171.59749300697126,4.094359255708255,0
unknown,low value,132.54288931028032,161.15126602920083,37.462264362079125,47.40673950119282,no,28.60837671892051,9.944475139113692,0
treatment,unknown,126.7871159915684,199.4916445445693,56.364576486058105,64.40595110410429,no,72.70452855300091,8.041374618046184,0
unknown,high value,181.88441932090075,276.60842668901284,85.19507916677324,93.97489540796676,unknown,94.7240073681121,8.779816241193515,0
control,medium value,210.45975715275983,256.48748426265826,71.17957531474605,73.87259310735006,yes,46.02772710989842,2.69301779260401,1
treatment,medium value,156.31036438403908,245.50211994805,65.11108379151464,61.27319221604683,yes,89.19175556401092,-3.8378915754678147,1
treatment,medium value,278.0236188070703,433.8780135496985,75.91857222542002,77.32381591,yes,155.8543947426282,1.4052436845799718,1
treatment,high value,203.71699822858852,280.45795220654577,100.0,100.0,yes,76.74095397795725,0.0,1
treatment,medium value,172.5654863,274.16196344243053,80.39191993888954,68.70497119887791,no,101.59647714243053,-11.68694874001163,0
treatment,unknown,242.49610634675363,361.01564306952633,58.52470159546442,62.42424527876352,unknown,118.5195367227727,3.8995436832991004,0
treatment,high value,236.6342901273833,365.4427282579188,96.05858145081348,100.0,yes,128.8084381305355,3.9414185491865226,1
unknown,low value,228.2410331074124,350.6376524008454,54.65573574898252,60.970749970792525,unknown,122.39661929343302,6.315014221810003,0
treatment,low value,285.8484212629045,439.8823536128639,75.82391920946412,37.91009119265888,unknown,154.0339323499594,-37.91382801680524,0
control,high value,203.71699822858852,295.0763184518017,100.0,100.0,unknown,91.35932022321316,0.0,0
unknown,low value,130.47901203562145,148.85845282411006,70.25207641696215,50.26622410535577,no,18.37944078848861,-19.985852311606386,0
treatment,medium value,213.83388917904887,327.9185550449697,70.25207641696215,87.98104406605512,no,114.08466586592084,17.728967649092965,0
control,high value,180.27367073767977,205.92940235994988,94.321740629755,95.73016493023738,no,25.65573162227011,1.4084243004823804,0
treatment,low value,279.12235592964475,435.791545409924,47.08395838759333,53.13308896277002,yes,156.66918948027927,6.04913057517669,1
treatment,unknown,281.00421715580177,442.9797063921462,70.25207641696215,73.87259310735006,no,161.97548923634446,3.620516690387902,0
control,medium value,179.16896433092717,219.22534098952235,73.54098466621178,73.87259310735006,yes,40.056376658595184,0.3316084411382718,1
treatment,low value,180.7823642124789,283.35558263038945,70.25207641696215,73.87259310735006,yes,102.57321841791054,3.620516690387902,1
treatment,unknown,201.34163970601307,306.72926719406496,74.98959171410645,73.87259310735006,no,105.38762748805189,-1.1169986067563968,0
unknown,high value,532.7524972552305,818.2199974644652,43.76308770354287,73.87259310735006,yes,285.4675002092347,30.109505403807184,1
treatment,low value,204.1431736009628,311.19662886259897,64.26074751284244,76.0,unknown,107.05345526163617,11.739252487157557,0
control,medium value,197.302023059124,280.45795220654577,75.82612883176608,94.66004763206396,no,83.15592914742177,18.83391880029788,0
treatment,medium value,220.8728314605098,336.6596208632329,85.43459751614309,100.0,no,115.78678940272309,14.565402483856914,0
treatment,low value,114.49513016263997,193.4673441,70.25207641696215,66.49717082593025,unknown,78.97221393736002,-3.7549055910319,0
treatment,low value,188.2486141472656,296.15023322261777,61.46807147444222,73.87259310735006,no,107.90161907535216,12.404521632907837,0
control,low value,131.85099652185662,280.45795220654577,52.25695102,50.94058975109212,yes,148.60695568468915,-1.3163612689078832,1
treatment,low value,109.54616061170616,280.45795220654577,70.25207641696215,57.43528841,no,170.9117915948396,-12.816788006962156,0
control,high value,346.17818594608855,409.6066030674933,74.36744130212978,64.48940164665824,no,63.42841712140478,-9.87803965547154,0
control,low value,185.9904003334245,221.97686882185243,56.94409625841479,57.46802141562753,no,35.98646848842793,0.5239251572127444,0
treatment,high value,190.2727512760497,299.81087632080585,77.23243157044764,77.91984487724805,yes,109.53812504475616,0.6874133068004085,1
treatment,high value,149.3744133,238.36276839681423,82.41662094700989,69.57997667812286,no,88.98835509681425,-12.836644268887028,0
control,low value,177.60036999434206,212.79855616853948,44.249700846347096,53.32273262299677,no,35.19818617419742,9.073031776649671,0
treatment,high value,217.9766188574268,343.62136070003805,66.75782721412773,90.53893035472484,yes,125.64474184261124,23.78110314059711,1
control,low value,230.8557357003829,272.4196190607958,52.36760276242533,52.02255633129912,yes,41.563883360412916,-0.3450464311262067,1
control,low value,155.64681535198855,176.1466652943687,70.25207641696215,59.62650156,unknown,20.499849942380138,-10.625574856962153,0
treatment,unknown,184.17500949025987,294.98388047630834,70.25207641696215,98.50390441374124,yes,110.80887098604848,28.251827996779085,1
treatment,low value,152.67190416571583,231.36367864747209,54.197013877216925,67.67837964036134,yes,78.69177448175625,13.481365763144417,1
control,medium value,203.71699822858852,242.0695288105652,79.64556535258345,73.68037108,yes,38.35253058197668,-5.965194272583446,1
control,high value,118.19524131953524,133.5327474171208,100.0,73.87259310735006,no,15.337506097585546,-26.127406892649944,0
control,medium value,168.15456319363233,201.5231310112262,70.25207641696215,87.82873151512322,unknown,33.368567817593885,17.57665509816107,0
unknown,high value,273.21786071924254,321.85958043842106,91.68949355352215,100.0,no,48.641719719178525,8.310506446477845,0
unknown,unknown,142.0805030117318,229.81364472850169,58.228767260872274,76.0,no,87.7331417167699,17.771232739127726,0
treatment,high value,289.8625810144237,461.93989802890206,70.24902619495936,100.0,yes,172.07731701447835,29.750973805040644,1
unknown,unknown,275.005211182644,429.3461440545789,83.35833063663738,100.0,yes,154.34093287193485,16.641669363362624,1
treatment,low value,241.6021832472592,369.3775826755664,60.67271777267476,58.24820359316404,unknown,127.77539942830717,-2.424514179510716,0
unknown,high value,228.5971938908981,369.8707929355365,70.25207641696215,100.0,no,141.2735990446384,29.747923583037846,0
control,low value,183.8528509063156,225.07748458315453,54.15481750256424,42.43138103741144,no,41.22463367683892,-11.723436465152801,0
treatment,medium value,228.33880988015176,348.1276397940615,76.36142739029273,97.92790330316318,no,119.78882991390975,21.566475912870445,0
treatment,low value,203.71699822858852,399.83496924411935,70.25207641696215,60.68623154894224,no,196.11797101553083,-9.565844868019916,0
treatment,unknown,248.70407554415456,387.5577972040704,70.25207641696215,44.21771087744359,no,138.85372165991586,-26.034365539518568,0
treatment,high value,203.71699822858852,316.89695559556594,85.66400519595366,93.89321446050512,yes,113.17995736697742,8.229209264551457,1
treatment,unknown,169.18146414942788,262.3500904523424,76.76838763266646,99.83901708,yes,93.1686263029145,23.070629447333545,1
control,low value,142.28419625573275,280.45795220654577,47.94771309548637,36.80340419213796,no,138.17375595081302,-11.14430890334841,0
control,medium value,203.71699822858852,315.5313457,70.25207641696215,79.94518829075032,yes,111.81434747141145,9.693111873788169,1
control,unknown,163.98219490803825,198.3368447443789,58.04161410083329,49.25987955300933,yes,34.354649836340656,-8.781734547823966,1
treatment,high value,218.767329120068,332.5731467468576,65.70411385767609,92.15883999920688,no,113.8058176267896,26.454726141530784,0
control,low value,267.39793525477927,316.84632150673184,56.48511993974165,62.57517234110628,yes,49.44838625195257,6.09005240136463,1
unknown,high value,286.88722408735896,354.75455694239145,71.00899545255814,100.0,no,67.86733285503249,28.99100454744186,0
treatment,low value,253.09011822478888,390.34613030441193,47.37401311839174,43.40169146951235,no,137.25601207962305,-3.9723216488793867,0
treatment,medium value,173.59580117606134,261.12429987863186,81.28756658806313,73.87259310735006,yes,87.52849870257052,-7.414973480713073,1
treatment,low value,203.71699822858852,111.61579721290924,55.03913367206748,53.546692290907565,no,-92.10120101567928,-1.4924413811599138,0
control,low value,178.6371633723524,211.85062989705463,55.22371910386707,68.29028056,unknown,33.21346652470223,13.06656145613293,0
control,medium value,136.09656261187737,280.45795220654577,68.13742207679839,86.33688246845747,yes,144.3613895946684,18.199460391659088,1
treatment,medium value,112.44374654753408,185.9863254134413,87.60934364047147,87.61108927874317,yes,73.54257886590723,0.0017456382717000452,1
treatment,low value,239.8019474963427,370.0987409032331,71.54425240008898,76.0,unknown,130.29679340689037,4.455747599911021,0
control,high value,179.87604928532625,219.7027055647192,95.67036004,100.0,yes,39.82665627939295,4.329639959999994,1
control,low value,153.8927023367753,182.5387289,32.58511618514546,22.72984004,no,28.646026563224694,-9.85527614514546,0
treatment,medium value,188.26890414547367,285.2541467261698,72.88397607164991,81.86834993398968,yes,96.98524258069611,8.984373862339766,1
treatment,high value,315.7128950460181,506.0497555,74.83057409889287,95.93031308598032,unknown,190.3368604539819,21.09973898708745,0
control,medium value,205.32043128828727,256.8474938590075,64.01900054317355,83.15385168133696,yes,51.52706257072023,19.134851138163413,1
unknown,unknown,260.99841058032337,408.0182032604695,70.25207641696215,78.67963890010253,no,147.0197926801461,8.427562483140377,0
control,high value,209.54554388525932,245.59717026776303,70.25207641696215,95.01212013569956,no,36.05162638250371,24.760043718737407,0
control,medium value,135.68710339717484,155.3492911000324,56.20107757807709,59.85945509300555,yes,19.66218770285755,3.6583775149284605,1
control,unknown,203.71699822858852,280.45795220654577,66.29650700476884,73.87259310735006,no,76.74095397795725,7.576086102581215,0
control,medium value,211.29083485095111,280.45795220654577,79.73699457166948,90.5313248655066,yes,69.16711735559466,10.79433029383712,1
treatment,medium value,219.6698727899716,342.0470752605841,87.07498812717165,73.87259310735006,no,122.3772024706125,-13.202395019821594,0
treatment,medium value,237.15528612252712,376.9561339227891,83.68179127966657,73.87259310735006,no,139.80084780026198,-9.809198172316513,0
control,medium value,203.71699822858852,284.8744369459611,70.25207641696215,70.69676467,no,81.1574387173726,0.4446882530378389,0
unknown,medium value,203.71699822858852,298.3717427463031,67.93911772,77.75569978947392,yes,94.65474451771456,9.816582069473924,1
control,medium value,170.70258518093095,205.13426778130204,62.556984945168864,68.83683147701107,yes,34.43168260037109,6.27984653184221,1
control,medium value,300.4580978,346.95071925487747,80.11145753800861,96.79773471309277,no,46.49262145487745,16.686277175084157,0
control,unknown,203.84622026439388,243.7668889196661,51.92927870983931,49.960112473834855,no,39.92066865527221,-1.9691662360044546,0
treatment,unknown,164.8643994341361,261.62934363144615,46.70069796815152,48.484770660419855,yes,96.76494419731006,1.7840726922683317,1
treatment,medium value,162.66641129406008,280.45795220654577,70.25207641696215,99.05916807760212,unknown,117.79154091248569,28.80709166063997,0
treatment,unknown,106.5339111117557,155.55522661676673,70.25207641696215,54.568502766898646,unknown,49.02131550501103,-15.683573650063508,0
treatment,unknown,238.8834458100915,369.7678818287332,70.25207641696215,100.0,yes,130.8844360186417,29.747923583037846,1
control,low value,208.23366647750208,242.219545453448,48.57199781640671,46.13101475178939,yes,33.98587897594592,-2.4409830646173205,1
unknown,medium value,179.8393383497338,211.70360171712065,79.79321204655598,68.77214654830802,no,31.864263367386854,-11.021065498247964,0
control,medium value,223.8225231976969,254.9215946687892,68.56571685514062,64.38784560555075,no,31.099071471092287,-4.17787124958987,0
control,low value,128.67488839417445,156.89221590309734,47.22395675472789,57.832957363015694,yes,28.217327508922892,10.609000608287808,1
control,medium value,262.69730987491295,320.7811085754291,84.28819837786705,78.54656978826299,yes,58.08379870051613,-5.741628589604062,1
unknown,high value,198.1744056101955,294.1644717989188,80.62593420942252,87.08370500940758,no,95.99006618872329,6.457770799985056,0
control,high value,240.2106910241381,288.4180985914714,92.25729374388796,73.87259310735006,no,48.20740756733329,-18.3847006365379,0
treatment,medium value,215.2292977763385,332.65708919623194,70.25207641696215,76.71995956766719,yes,117.42779141989342,6.467883150705035,1
